# Ratio Edge Case Log -- generated 2026-07-07T09:30:17
# Total KPI edge cases logged: 6487
# Total Day-13 ROCE/ROE cross-check anomalies: 2

## KPI edge cases
[ABB | 2012-12] interest_coverage_ratio: debt-free company (interest expense is zero)
[IOC | 2020-03] pat_cagr_3yr: DECLINE_TO_LOSS
[IOC | 2020-03] pat_cagr_5yr: DECLINE_TO_LOSS
[IOC | 2020-03] pat_cagr_10yr: INSUFFICIENT
[IOC | 2020-03] eps_cagr_3yr: DECLINE_TO_LOSS
[IOC | 2020-03] eps_cagr_5yr: DECLINE_TO_LOSS
[IOC | 2020-03] eps_cagr_10yr: INSUFFICIENT
[IOC | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[IOC | 2021-03] pat_cagr_10yr: INSUFFICIENT
[IOC | 2021-03] eps_cagr_10yr: INSUFFICIENT
[IOC | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[IOC | 2022-03] pat_cagr_10yr: INSUFFICIENT
[IOC | 2022-03] eps_cagr_10yr: INSUFFICIENT
[IOC | 2023-03] pat_cagr_3yr: TURNAROUND
[IOC | 2023-03] eps_cagr_3yr: TURNAROUND
[IOC | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[IOC | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[IOC | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[IOC | 2024-09] pat_cagr_3yr: INSUFFICIENT
[IOC | 2024-09] pat_cagr_5yr: INSUFFICIENT
[IOC | 2024-09] pat_cagr_10yr: INSUFFICIENT
[IOC | 2024-09] eps_cagr_3yr: INSUFFICIENT
[IOC | 2024-09] eps_cagr_5yr: INSUFFICIENT
[IOC | 2024-09] eps_cagr_10yr: INSUFFICIENT
[IOC | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[IRCTC | 2015-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[IRCTC | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[IRCTC | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[IRCTC | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2015-03] pat_cagr_3yr: INSUFFICIENT
[IRCTC | 2015-03] pat_cagr_5yr: INSUFFICIENT
[IRCTC | 2015-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2015-03] eps_cagr_3yr: INSUFFICIENT
[IRCTC | 2015-03] eps_cagr_5yr: INSUFFICIENT
[IRCTC | 2015-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2016-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[IRCTC | 2016-03] revenue_cagr_3yr: INSUFFICIENT
[IRCTC | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[IRCTC | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2016-03] pat_cagr_3yr: INSUFFICIENT
[IRCTC | 2016-03] pat_cagr_5yr: INSUFFICIENT
[IRCTC | 2016-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2016-03] eps_cagr_3yr: INSUFFICIENT
[IRCTC | 2016-03] eps_cagr_5yr: INSUFFICIENT
[IRCTC | 2016-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2017-03] revenue_cagr_3yr: INSUFFICIENT
[IRCTC | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[IRCTC | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2017-03] pat_cagr_3yr: INSUFFICIENT
[IRCTC | 2017-03] pat_cagr_5yr: INSUFFICIENT
[IRCTC | 2017-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2017-03] eps_cagr_3yr: INSUFFICIENT
[IRCTC | 2017-03] eps_cagr_5yr: INSUFFICIENT
[IRCTC | 2017-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2018-03] revenue_cagr_5yr: INSUFFICIENT
[IRCTC | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2018-03] pat_cagr_5yr: INSUFFICIENT
[IRCTC | 2018-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2018-03] eps_cagr_5yr: INSUFFICIENT
[IRCTC | 2018-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2019-03] revenue_cagr_5yr: INSUFFICIENT
[IRCTC | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2019-03] pat_cagr_5yr: INSUFFICIENT
[IRCTC | 2019-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2019-03] eps_cagr_5yr: INSUFFICIENT
[IRCTC | 2019-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2020-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2020-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2021-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2021-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2022-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2022-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2023-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2023-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2023-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2024-03] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2024-03] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2024-03] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[IRCTC | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[IRCTC | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[IRCTC | 2024-09] pat_cagr_3yr: INSUFFICIENT
[IRCTC | 2024-09] pat_cagr_5yr: INSUFFICIENT
[IRCTC | 2024-09] pat_cagr_10yr: INSUFFICIENT
[IRCTC | 2024-09] eps_cagr_3yr: INSUFFICIENT
[IRCTC | 2024-09] eps_cagr_5yr: INSUFFICIENT
[IRCTC | 2024-09] eps_cagr_10yr: INSUFFICIENT
[IRCTC | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[IRFC | 2013-03] interest_coverage_ratio: ICR < 1.5 (value=1.36): at risk of not covering interest
[IRFC | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[IRFC | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[IRFC | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2013-03] pat_cagr_3yr: INSUFFICIENT
[IRFC | 2013-03] pat_cagr_5yr: INSUFFICIENT
[IRFC | 2013-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2013-03] eps_cagr_3yr: INSUFFICIENT
[IRFC | 2013-03] eps_cagr_5yr: INSUFFICIENT
[IRFC | 2013-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2013-03] capital_allocation_pattern: no cash flow statement for this year
[IRFC | 2014-03] interest_coverage_ratio: ICR < 1.5 (value=1.34): at risk of not covering interest
[IRFC | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[IRFC | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[IRFC | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2014-03] pat_cagr_3yr: INSUFFICIENT
[IRFC | 2014-03] pat_cagr_5yr: INSUFFICIENT
[IRFC | 2014-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2014-03] eps_cagr_3yr: INSUFFICIENT
[IRFC | 2014-03] eps_cagr_5yr: INSUFFICIENT
[IRFC | 2014-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2014-03] capital_allocation_pattern: no cash flow statement for this year
[IRFC | 2015-03] interest_coverage_ratio: ICR < 1.5 (value=1.38): at risk of not covering interest
[IRFC | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[IRFC | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[IRFC | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2015-03] pat_cagr_3yr: INSUFFICIENT
[IRFC | 2015-03] pat_cagr_5yr: INSUFFICIENT
[IRFC | 2015-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2015-03] eps_cagr_3yr: INSUFFICIENT
[IRFC | 2015-03] eps_cagr_5yr: INSUFFICIENT
[IRFC | 2015-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2015-03] capital_allocation_pattern: no cash flow statement for this year
[IRFC | 2016-03] interest_coverage_ratio: ICR < 1.5 (value=1.35): at risk of not covering interest
[IRFC | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[IRFC | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2016-03] pat_cagr_5yr: INSUFFICIENT
[IRFC | 2016-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2016-03] eps_cagr_5yr: INSUFFICIENT
[IRFC | 2016-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2017-03] interest_coverage_ratio: ICR < 1.5 (value=1.31): at risk of not covering interest
[IRFC | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[IRFC | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2017-03] pat_cagr_5yr: INSUFFICIENT
[IRFC | 2017-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2017-03] eps_cagr_5yr: INSUFFICIENT
[IRFC | 2017-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2018-03] interest_coverage_ratio: ICR < 1.5 (value=1.39): at risk of not covering interest
[IRFC | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2018-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2018-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2019-03] interest_coverage_ratio: ICR < 1.5 (value=1.35): at risk of not covering interest
[IRFC | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2019-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2019-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2020-03] interest_coverage_ratio: ICR < 1.5 (value=1.31): at risk of not covering interest
[IRFC | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2020-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2020-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2021-03] interest_coverage_ratio: ICR < 1.5 (value=1.39): at risk of not covering interest
[IRFC | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2021-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2021-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2022-03] interest_coverage_ratio: ICR < 1.5 (value=1.43): at risk of not covering interest
[IRFC | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2022-03] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2022-03] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2023-03] interest_coverage_ratio: ICR < 1.5 (value=1.35): at risk of not covering interest
[IRFC | 2024-03] interest_coverage_ratio: ICR < 1.5 (value=1.32): at risk of not covering interest
[IRFC | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[IRFC | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[IRFC | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[IRFC | 2024-09] pat_cagr_3yr: INSUFFICIENT
[IRFC | 2024-09] pat_cagr_5yr: INSUFFICIENT
[IRFC | 2024-09] pat_cagr_10yr: INSUFFICIENT
[IRFC | 2024-09] eps_cagr_3yr: INSUFFICIENT
[IRFC | 2024-09] eps_cagr_5yr: INSUFFICIENT
[IRFC | 2024-09] eps_cagr_10yr: INSUFFICIENT
[IRFC | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[ITC | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[ITC | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[ITC | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2013-03] pat_cagr_3yr: INSUFFICIENT
[ITC | 2013-03] pat_cagr_5yr: INSUFFICIENT
[ITC | 2013-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2013-03] eps_cagr_3yr: INSUFFICIENT
[ITC | 2013-03] eps_cagr_5yr: INSUFFICIENT
[ITC | 2013-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[ITC | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[ITC | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2014-03] pat_cagr_3yr: INSUFFICIENT
[ITC | 2014-03] pat_cagr_5yr: INSUFFICIENT
[ITC | 2014-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2014-03] eps_cagr_3yr: INSUFFICIENT
[ITC | 2014-03] eps_cagr_5yr: INSUFFICIENT
[ITC | 2014-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[ITC | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[ITC | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2015-03] pat_cagr_3yr: INSUFFICIENT
[ITC | 2015-03] pat_cagr_5yr: INSUFFICIENT
[ITC | 2015-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2015-03] eps_cagr_3yr: INSUFFICIENT
[ITC | 2015-03] eps_cagr_5yr: INSUFFICIENT
[ITC | 2015-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[ITC | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2016-03] pat_cagr_5yr: INSUFFICIENT
[ITC | 2016-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2016-03] eps_cagr_5yr: INSUFFICIENT
[ITC | 2016-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[ITC | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2017-03] pat_cagr_5yr: INSUFFICIENT
[ITC | 2017-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2017-03] eps_cagr_5yr: INSUFFICIENT
[ITC | 2017-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2018-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2018-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2019-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2019-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2020-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2020-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2021-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2021-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2022-03] pat_cagr_10yr: INSUFFICIENT
[ITC | 2022-03] eps_cagr_10yr: INSUFFICIENT
[ITC | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[ITC | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[ITC | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[ITC | 2024-09] pat_cagr_3yr: INSUFFICIENT
[ITC | 2024-09] pat_cagr_5yr: INSUFFICIENT
[ITC | 2024-09] pat_cagr_10yr: INSUFFICIENT
[ITC | 2024-09] eps_cagr_3yr: INSUFFICIENT
[ITC | 2024-09] eps_cagr_5yr: INSUFFICIENT
[ITC | 2024-09] eps_cagr_10yr: INSUFFICIENT
[ITC | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[JINDALSTEL | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2013-03] pat_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2013-03] pat_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2013-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2013-03] eps_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2013-03] eps_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2013-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2014-03] pat_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2014-03] pat_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2014-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2014-03] eps_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2014-03] eps_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2014-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2015-03] interest_coverage_ratio: ICR < 1.5 (value=1.41): at risk of not covering interest
[JINDALSTEL | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2015-03] pat_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2015-03] pat_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2015-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2015-03] eps_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2015-03] eps_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2015-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2016-03] interest_coverage_ratio: ICR < 1.5 (value=1.03): at risk of not covering interest
[JINDALSTEL | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2016-03] pat_cagr_3yr: DECLINE_TO_LOSS
[JINDALSTEL | 2016-03] pat_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2016-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2016-03] eps_cagr_3yr: DECLINE_TO_LOSS
[JINDALSTEL | 2016-03] eps_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2016-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2017-03] interest_coverage_ratio: ICR < 1.5 (value=1.26): at risk of not covering interest
[JINDALSTEL | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2017-03] pat_cagr_3yr: DECLINE_TO_LOSS
[JINDALSTEL | 2017-03] pat_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2017-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2017-03] eps_cagr_3yr: DECLINE_TO_LOSS
[JINDALSTEL | 2017-03] eps_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2017-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2018-03] pat_cagr_3yr: BOTH_NEGATIVE
[JINDALSTEL | 2018-03] pat_cagr_5yr: DECLINE_TO_LOSS
[JINDALSTEL | 2018-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2018-03] eps_cagr_3yr: BOTH_NEGATIVE
[JINDALSTEL | 2018-03] eps_cagr_5yr: DECLINE_TO_LOSS
[JINDALSTEL | 2018-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2019-03] pat_cagr_3yr: BOTH_NEGATIVE
[JINDALSTEL | 2019-03] pat_cagr_5yr: DECLINE_TO_LOSS
[JINDALSTEL | 2019-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2019-03] eps_cagr_3yr: BOTH_NEGATIVE
[JINDALSTEL | 2019-03] eps_cagr_5yr: DECLINE_TO_LOSS
[JINDALSTEL | 2019-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2019-03] cfo_quality_score: no years with positive PAT in trailing window
[JINDALSTEL | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2020-03] pat_cagr_3yr: BOTH_NEGATIVE
[JINDALSTEL | 2020-03] pat_cagr_5yr: BOTH_NEGATIVE
[JINDALSTEL | 2020-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2020-03] eps_cagr_3yr: BOTH_NEGATIVE
[JINDALSTEL | 2020-03] eps_cagr_5yr: BOTH_NEGATIVE
[JINDALSTEL | 2020-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2020-03] cfo_quality_score: no years with positive PAT in trailing window
[JINDALSTEL | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2021-03] pat_cagr_3yr: TURNAROUND
[JINDALSTEL | 2021-03] pat_cagr_5yr: TURNAROUND
[JINDALSTEL | 2021-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2021-03] eps_cagr_3yr: TURNAROUND
[JINDALSTEL | 2021-03] eps_cagr_5yr: TURNAROUND
[JINDALSTEL | 2021-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2022-03] pat_cagr_3yr: TURNAROUND
[JINDALSTEL | 2022-03] pat_cagr_5yr: TURNAROUND
[JINDALSTEL | 2022-03] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2022-03] eps_cagr_3yr: TURNAROUND
[JINDALSTEL | 2022-03] eps_cagr_5yr: TURNAROUND
[JINDALSTEL | 2022-03] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2023-03] pat_cagr_3yr: TURNAROUND
[JINDALSTEL | 2023-03] pat_cagr_5yr: TURNAROUND
[JINDALSTEL | 2023-03] eps_cagr_3yr: TURNAROUND
[JINDALSTEL | 2023-03] eps_cagr_5yr: TURNAROUND
[JINDALSTEL | 2024-03] pat_cagr_5yr: TURNAROUND
[JINDALSTEL | 2024-03] eps_cagr_5yr: TURNAROUND
[JINDALSTEL | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2024-09] pat_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2024-09] pat_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2024-09] pat_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2024-09] eps_cagr_3yr: INSUFFICIENT
[JINDALSTEL | 2024-09] eps_cagr_5yr: INSUFFICIENT
[JINDALSTEL | 2024-09] eps_cagr_10yr: INSUFFICIENT
[JINDALSTEL | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[JIOFIN | 2023-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=86.66666666666667, source=88.0
[JIOFIN | 2023-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[JIOFIN | 2023-03] revenue_cagr_3yr: INSUFFICIENT
[JIOFIN | 2023-03] revenue_cagr_5yr: INSUFFICIENT
[JIOFIN | 2023-03] revenue_cagr_10yr: INSUFFICIENT
[JIOFIN | 2023-03] pat_cagr_3yr: INSUFFICIENT
[JIOFIN | 2023-03] pat_cagr_5yr: INSUFFICIENT
[JIOFIN | 2023-03] pat_cagr_10yr: INSUFFICIENT
[JIOFIN | 2023-03] eps_cagr_3yr: INSUFFICIENT
[JIOFIN | 2023-03] eps_cagr_5yr: INSUFFICIENT
[JIOFIN | 2023-03] eps_cagr_10yr: INSUFFICIENT
[JIOFIN | 2024-03] revenue_cagr_3yr: INSUFFICIENT
[JIOFIN | 2024-03] revenue_cagr_5yr: INSUFFICIENT
[JIOFIN | 2024-03] revenue_cagr_10yr: INSUFFICIENT
[JIOFIN | 2024-03] pat_cagr_3yr: INSUFFICIENT
[JIOFIN | 2024-03] pat_cagr_5yr: INSUFFICIENT
[JIOFIN | 2024-03] pat_cagr_10yr: INSUFFICIENT
[JIOFIN | 2024-03] eps_cagr_3yr: INSUFFICIENT
[JIOFIN | 2024-03] eps_cagr_5yr: INSUFFICIENT
[JIOFIN | 2024-03] eps_cagr_10yr: INSUFFICIENT
[JIOFIN | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[JIOFIN | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[JIOFIN | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[JIOFIN | 2024-09] pat_cagr_3yr: INSUFFICIENT
[JIOFIN | 2024-09] pat_cagr_5yr: INSUFFICIENT
[JIOFIN | 2024-09] pat_cagr_10yr: INSUFFICIENT
[JIOFIN | 2024-09] eps_cagr_3yr: INSUFFICIENT
[JIOFIN | 2024-09] eps_cagr_5yr: INSUFFICIENT
[JIOFIN | 2024-09] eps_cagr_10yr: INSUFFICIENT
[JIOFIN | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[JSWENERGY | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2013-03] pat_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2013-03] pat_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2013-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2013-03] eps_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2013-03] eps_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2013-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2014-03] pat_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2014-03] pat_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2014-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2014-03] eps_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2014-03] eps_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2014-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2015-03] pat_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2015-03] pat_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2015-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2015-03] eps_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2015-03] eps_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2015-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2016-03] revenue_cagr_10yr: INSUFFICIENT
